species_list,Site Name,Longitude,Latitude,Month,Year,total_tolerant_species,total_sensitive_species,total_resident_species,total_migrant_species,total_unique_species,total_bird_count
"['Crested Myna', 'Pacific Swallow', 'Purple Heron', 'White-winged Tern']",NAIA Complex,121.0111727,14.5227254,5,2023,3,1,3,1,4,24
['Philippine Jungle Crow'],NAIA Complex,121.0111727,14.5227254,8,2023,1,0,1,0,1,2
"['Eastern Cattle-Egret', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Rock Pigeon']",NAIA Complex,121.0111727,14.5227254,9,2023,5,0,5,0,5,45
"['Little Egret', 'Pacific Swallow']",NAIA Complex,121.0111727,14.5227254,10,2023,2,0,2,0,2,18
"['Asian Glossy Starling', 'Barn Swallow', 'Black Bittern', 'Brown Shrike', 'Eastern Cattle-Egret', 'Chestnut Munia', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Medium Egret', 'Little Egret', 'Long-tailed Shrike', 'Scaly-breasted Munia', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Peregrine Falcon', 'Rock Pigeon', 'Nankeen Night Heron', 'White-breasted Woodswallow', 'Zebra Dove']",NAIA Complex,121.0111727,14.5227254,11,2023,18,3,17,4,21,109
"['Barn Swallow', 'Brown Shrike', 'Eastern Cattle-Egret', 'Eurasian Tree Sparrow', 'Gray Heron', 'Gray-rumped Swiftlet', 'Medium Egret', 'Little Egret', 'Paddyfield Pipit', 'Pacific Swallow', 'Pygmy Swiftlet', 'Rock Pigeon', 'Striated Grassbird', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']",NAIA Complex,121.0111727,14.5227254,12,2023,13,3,11,5,16,166
['Whiskered Tern'],"1009, Manila PH-Metro Manila 14.58270, 121.01173",121.011734,14.582696,3,2023,1,0,0,1,1,6
"['Barn Swallow', 'Crested Myna', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Zebra Dove']","296 Sen. Gil J. Puyat Avenue, Makati, Metro Manila, PH (14.56, 121.012)",121.0120535,14.5601618,12,2023,5,0,4,1,5,23
['Eurasian Tree Sparrow'],"Ninoy Aquino International Airport, Pasay PH-Metro Manila 14.50903, 121.01262",121.012623,14.509028,3,2023,1,0,1,0,1,5
"['Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Little Egret', 'Pacific Swallow', 'Rock Pigeon']","NAIA Terminal 3, Pasay PH-Metro Manila 14.51958, 121.01286",121.012864,14.519583,7,2023,5,0,5,0,5,15
"['Barn Swallow', 'Black-crowned Night Heron', 'Eastern Cattle-Egret', 'Eurasian Tree Sparrow', 'Little Egret', 'Paddyfield Pipit', 'Pacific Swallow', 'Purple Heron', 'Rock Pigeon', 'Spotted Dove', 'Whiskered Tern']","NAIA Terminal 3, Pasay PH-Metro Manila 14.51958, 121.01286",121.012864,14.519583,10,2023,10,1,9,2,11,181
"['Eastern Cattle-Egret', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'House Swift', 'Pacific Swallow']","Ninoy Aquino International Airport, Pasay PH-Metro Manila",121.013088,14.519165,8,2023,6,0,6,0,6,27
"['Gray-rumped Swiftlet', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul', 'Zebra Dove']","Bangkal, Makati City",121.0131758,14.5415678,1,2023,4,0,4,0,4,8
"['Eurasian Tree Sparrow', 'Ameline Swiftlet', 'Red-keeled Flowerpecker', 'Zebra Dove']","Bangkal, Makati City",121.0131758,14.5415678,2,2023,4,0,4,0,4,9
"['Eurasian Tree Sparrow', 'Red-keeled Flowerpecker', 'Yellow-vented Bulbul', 'Zebra Dove']","Bangkal, Makati City",121.0131758,14.5415678,3,2023,4,0,4,0,4,7
"['Philippine Pied-Fantail', 'Red-keeled Flowerpecker']","Bangkal, Makati City",121.0131758,14.5415678,4,2023,2,0,2,0,2,2
['Red-keeled Flowerpecker'],"Bangkal, Makati City",121.0131758,14.5415678,5,2023,1,0,1,0,1,1
"['Eurasian Tree Sparrow', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul', 'Zebra Dove']","Bangkal, Makati City",121.0131758,14.5415678,6,2023,4,0,4,0,4,14
['Philippine Pied-Fantail'],"Bangkal, Makati City",121.0131758,14.5415678,8,2023,1,0,1,0,1,1
['Zebra Dove'],"Bangkal, Makati City",121.0131758,14.5415678,9,2023,1,0,1,0,1,1
"['Little Egret', 'Rock Pigeon', 'Zebra Dove']","Bangkal, Makati City",121.0131758,14.5415678,10,2023,3,0,3,0,3,6
"['Brown Shrike', 'Eurasian Tree Sparrow', 'Little Egret', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul', 'Zebra Dove']","Bangkal, Makati City",121.0131758,14.5415678,11,2023,5,1,5,1,6,16
"['Asian Glossy Starling', 'Eurasian Tree Sparrow', 'Pacific Swallow', 'Ameline Swiftlet', 'Yellow-vented Bulbul', 'Zebra Dove']","Bangkal, Makati City",121.0131758,14.5415678,12,2023,6,0,6,0,6,30
"['Eurasian Tree Sparrow', 'Gray-rumped Swiftlet']","Newport Boulevard, Pasay",121.013365,14.52366,2,2023,2,0,2,0,2,16
"['Gray Wagtail', 'Pacific Swallow']","Yulo Townhomes, Bosco Street, Bangkal, Makati",121.0134365,14.5475894,1,2023,1,1,1,1,2,2
['Pacific Swallow'],"Yulo Townhomes, Bosco Street, Bangkal, Makati",121.0134365,14.5475894,2,2023,1,0,1,0,1,2
['Pacific Swallow'],"Yulo Townhomes, Bosco Street, Bangkal, Makati",121.0134365,14.5475894,4,2023,1,0,1,0,1,2
"['Eurasian Tree Sparrow', 'Philippine Pied-Fantail']","Yulo Townhomes, Bosco Street, Bangkal, Makati",121.0134365,14.5475894,5,2023,2,0,2,0,2,8
"['Eurasian Tree Sparrow', 'Philippine Pied-Fantail']","Yulo Townhomes, Bosco Street, Bangkal, Makati",121.0134365,14.5475894,6,2023,2,0,2,0,2,2
['Philippine Pied-Fantail'],"Yulo Townhomes, Bosco Street, Bangkal, Makati",121.0134365,14.5475894,9,2023,1,0,1,0,1,1
"['Pacific Swallow', 'Zebra Dove']","Yulo Townhomes, Bosco Street, Bangkal, Makati",121.0134365,14.5475894,10,2023,2,0,2,0,2,2
"['Crested Myna', 'Eurasian Tree Sparrow']","Ninoy Aquino International Airport, Pasay PH-Metro Manila 14.51876, 121.01357",121.01357,14.518765,7,2023,2,0,2,0,2,2
['Eurasian Tree Sparrow'],"Pio del Pilar, Makati CIty",121.0135792,14.5532374,2,2023,1,0,1,0,1,14
"['Eurasian Tree Sparrow', 'Philippine Pied-Fantail']","Pio del Pilar, Makati CIty",121.0135792,14.5532374,6,2023,2,0,2,0,2,96
['Black-naped Oriole'],"Alabang West, Las Pinas",121.0137444,14.4089965,2,2023,1,0,1,0,1,1
"['Crested Myna', 'Eurasian Tree Sparrow', 'Pacific Swallow', 'Rock Pigeon', 'Whiskered Tern', 'Yellow-vented Bulbul']","Skyway Stage 3, Quezon City",121.013857,14.589914,2,2023,6,0,5,1,6,111
['Whiskered Tern'],"Skyway Stage 3, Quezon City",121.013857,14.589914,5,2023,1,0,0,1,1,1
"['Asian Glossy Starling', 'Barn Swallow', 'Black-headed Gull', 'Brown Shrike', 'Common Tern', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gull-billed Tern', 'Gray-rumped Swiftlet', 'Little Egret', 'Pacific Swallow', 'Rock Pigeon', 'Striated Grassbird', 'Whiskered Tern', 'Yellow-vented Bulbul']","Skyway Stage 3, Quezon City",121.013857,14.589914,12,2023,13,2,9,6,15,241
['Philippine Pied-Fantail'],"San Lorenzo, Makati City",121.0139295,14.5501736,2,2023,1,0,1,0,1,1
"['Crested Myna', 'Eurasian Tree Sparrow', 'Philippine Pied-Fantail', 'Zebra Dove']","San Lorenzo, Makati City",121.0139295,14.5501736,3,2023,4,0,4,0,4,8
"['Eurasian Tree Sparrow', 'Lowland White-eye']","San Lorenzo, Makati City",121.0139295,14.5501736,5,2023,2,0,2,0,2,3
['Asian Glossy Starling'],"San Lorenzo, Makati City",121.0139295,14.5501736,6,2023,1,0,1,0,1,4
"['Philippine Pied-Fantail', 'Zebra Dove']","San Lorenzo, Makati City",121.0139295,14.5501736,11,2023,2,0,2,0,2,2
"['Eurasian Tree Sparrow', 'Philippine Pied-Fantail', 'Zebra Dove']","San Lorenzo, Makati City",121.0139295,14.5501736,12,2023,3,0,3,0,3,15
"['Eurasian Tree Sparrow', 'Red-keeled Flowerpecker']","Amorsolo Creek, Legaspi Village, Makati City",121.0140532,14.5591827,1,2023,2,0,2,0,2,6
"['Arctic Warbler', 'Eurasian Tree Sparrow']","Amorsolo Creek, Legaspi Village, Makati City",121.0140532,14.5591827,2,2023,1,1,1,1,2,3
"['Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Red-keeled Flowerpecker', 'Yellow-vented Bulbul']","Amorsolo Creek, Legaspi Village, Makati City",121.0140532,14.5591827,3,2023,4,0,4,0,4,7
"['Eurasian Tree Sparrow', 'Little Egret', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul']","Amorsolo Creek, Legaspi Village, Makati City",121.0140532,14.5591827,4,2023,4,0,4,0,4,16
"['Eurasian Tree Sparrow', 'Red-keeled Flowerpecker']","Amorsolo Creek, Legaspi Village, Makati City",121.0140532,14.5591827,5,2023,2,0,2,0,2,3
['Philippine Pygmy Woodpecker'],"Amorsolo Creek, Legaspi Village, Makati City",121.0140532,14.5591827,7,2023,1,0,1,0,1,1
"['Eurasian Tree Sparrow', 'Yellow-vented Bulbul']","Amorsolo Creek, Legaspi Village, Makati City",121.0140532,14.5591827,9,2023,2,0,2,0,2,12
"['Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Ameline Swiftlet', 'Red-keeled Flowerpecker', 'Yellow-vented Bulbul']","Amorsolo Creek, Legaspi Village, Makati City",121.0140532,14.5591827,11,2023,5,0,5,0,5,25
"['Eurasian Tree Sparrow', 'Gray-rumped Swiftlet']","Amorsolo Creek, Legaspi Village, Makati City",121.0140532,14.5591827,12,2023,2,0,2,0,2,8
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Crested Myna', 'Eurasian Tree Sparrow', 'Little Egret', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,1,2023,11,0,11,0,11,91
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Little Egret', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,2,2023,11,0,11,0,11,118
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Eurasian Tree Sparrow', 'Gray Wagtail', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,3,2023,12,1,12,1,13,136
"['Black-crowned Night Heron', 'Brown Shrike', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Little Egret', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,4,2023,12,1,12,1,13,132
"['Black-crowned Night Heron', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Little Egret', 'Garden Sunbird', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,5,2023,11,0,11,0,11,135
"['Black-crowned Night Heron', 'Eurasian Tree Sparrow', 'Little Egret', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Nankeen Night Heron', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,6,2023,9,0,9,0,9,53
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Eurasian Tree Sparrow', 'Little Egret', 'Garden Sunbird', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,7,2023,8,0,8,0,8,55
"['Philippine Pied-Fantail', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,8,2023,3,0,3,0,3,8
"['Asian Glossy Starling', 'Eurasian Tree Sparrow', 'Little Egret', 'Garden Sunbird', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Red-keeled Flowerpecker', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,9,2023,9,0,9,0,9,70
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Brown Shrike', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Little Egret', 'Garden Sunbird', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Rock Pigeon', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,10,2023,11,1,11,1,12,114
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Little Egret', 'Pacific Swallow', 'Philippine Hanging-Parrot', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,11,2023,11,0,11,0,11,120
"['Asian Glossy Starling', 'Barn Swallow', 'Black-crowned Night Heron', 'Brown Shrike', 'Crested Myna', 'Eurasian Tree Sparrow', 'Little Egret', 'Garden Sunbird', 'Pacific Swallow', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Rock Pigeon', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Makati Diversion Channel, Tripa de Galina Creek, Bangkal, Makati",121.0142314,14.5446897,12,2023,15,1,13,3,16,236
"['Crested Myna', 'Eurasian Tree Sparrow', 'Philippine Jungle Crow', 'Pacific Swallow', 'Zebra Dove']","1300, Pasay City PH-Metro Manila 14.52034, 121.01438",121.01438,14.520336,12,2023,5,0,5,0,5,17
['Eurasian Tree Sparrow'],"Pasay, National Capital Region, PH (14,51, 121,015)",121.0145383,14.5096317,7,2023,1,0,1,0,1,2
"['Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Rock Pigeon']",Makatimed,121.0147281,14.5592286,4,2023,3,0,3,0,3,7
"['Gray Wagtail', 'Zebra Dove']","Amorsolo Creek, Buendia Avenue, Makati City",121.014761,14.5613312,1,2023,1,1,1,1,2,7
['Little Egret'],"Amorsolo Creek, Buendia Avenue, Makati City",121.014761,14.5613312,11,2023,1,0,1,0,1,1
"['Eurasian Tree Sparrow', 'Little Egret', 'Red-keeled Flowerpecker']","Amorsolo Creek, Buendia Avenue, Makati City",121.014761,14.5613312,12,2023,3,0,3,0,3,4
"['Asian Palm Swift', 'Black-naped Oriole', 'Collared Kingfisher', 'Coppersmith Barbet', 'Crested Myna', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Philippine Jungle Crow', 'Pacific Swallow', 'Philippine Swiftlet', 'Rock Pigeon']","1780, Muntinlupa PH-Metro Manila 14.40477, 121.01589",121.015894,14.404775,3,2023,11,0,11,0,11,31
"['Eurasian Tree Sparrow', 'Philippine Pied-Fantail']","Legaspi Village, San Lorenzo, Makati",121.015927,14.5537257,3,2023,2,0,2,0,2,2
['Brown Shrike'],"Legaspi Village, San Lorenzo, Makati",121.015927,14.5537257,10,2023,0,1,0,1,1,1
"['Eurasian Tree Sparrow', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul']","Legaspi Village, San Lorenzo, Makati",121.0161738,14.5519131,2,2023,3,0,3,0,3,6
"['Eurasian Tree Sparrow', 'Philippine Pied-Fantail']","Legaspi Village, San Lorenzo, Makati",121.0161738,14.5519131,3,2023,2,0,2,0,2,14
"['Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Garden Sunbird', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul']","Legaspi Village, San Lorenzo, Makati",121.0161738,14.5519131,4,2023,5,0,5,0,5,39
"['Eurasian Tree Sparrow', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul']","Legaspi Village, San Lorenzo, Makati",121.0161738,14.5519131,5,2023,4,0,4,0,4,75
"['Eurasian Tree Sparrow', 'Philippine Pied-Fantail']","Legaspi Village, San Lorenzo, Makati",121.0161738,14.5519131,6,2023,2,0,2,0,2,11
"['Eurasian Tree Sparrow', 'Lowland White-eye', 'Philippine Pied-Fantail']","Legaspi Village, San Lorenzo, Makati",121.0161738,14.5519131,7,2023,3,0,3,0,3,23
"['Brown Shrike', 'Eurasian Tree Sparrow']","Legaspi Village, San Lorenzo, Makati",121.0161738,14.5519131,9,2023,1,1,1,1,2,17
"['Brown Shrike', 'Coppersmith Barbet', 'Garden Sunbird', 'Red-keeled Flowerpecker']",Manila South Cemetery,121.0168572,14.5655683,4,2023,3,1,3,1,4,6
"['Asian Glossy Starling', 'Brown Shrike', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Lowland White-eye', 'Yellow-vented Bulbul']",Washington Sycip Park,121.0179012,14.5538534,12,2023,5,1,5,1,6,36
"['Black-naped Oriole', 'Brown Shrike', 'Blue-tailed Bee-eater', 'Coppersmith Barbet', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray Wagtail', 'Philippine Jungle Crow', 'Little Egret', 'Garden Sunbird', 'Pacific Swallow', 'Philippine Hanging-Parrot', 'Philippine Pied-Fantail', 'Philippine Pygmy Woodpecker', 'Pied Triller', 'Rock Pigeon', 'Yellow-vented Bulbul', 'Zebra Dove']","Roosevelt Ave., Quezon City, Metro Manila",121.0179079,14.63512,2,2023,15,3,15,3,18,215
['White-winged Tern'],"Villamor Air Base Golf Course, Pasay PH-Metro Manila 14.52154, 121.01793",121.01793,14.521542,5,2023,1,0,0,1,1,24
"['Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Ameline Swiftlet', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul']","Washington SyCip Park, Legaspi Village",121.0181313,14.5537888,5,2023,5,0,5,0,5,26
"['Coppersmith Barbet', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Little Egret', 'Lowland White-eye', 'Philippine Pied-Fantail', 'Red-keeled Flowerpecker', 'Rose-ringed Parakeet', 'Yellow-vented Bulbul', 'Zebra Dove']",51A Hidalgo,121.018285,14.546966,1,2023,11,0,11,0,11,37
"['Chestnut Munia', 'Coppersmith Barbet', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Lowland White-eye', 'Garden Sunbird', 'Philippine Nightjar', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul']",51A Hidalgo,121.018285,14.546966,2,2023,9,1,10,0,10,72
"['Black-naped Oriole', 'Chestnut Munia', 'Collared Kingfisher', 'Coppersmith Barbet', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul']",51A Hidalgo,121.018285,14.546966,5,2023,13,0,13,0,13,118
"['Black-naped Oriole', 'Chestnut Munia', 'Collared Kingfisher', 'Coppersmith Barbet', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Lowland White-eye', 'Garden Sunbird', 'Philippine Pied-Fantail', 'Yellow-vented Bulbul', 'Zebra Dove']",51A Hidalgo,121.018285,14.546966,6,2023,13,0,13,0,13,106
"['Collared Kingfisher', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Philippine Pied-Fantail', 'Rock Pigeon']",Manila Marriott,121.0184,14.5204,6,2023,5,0,5,0,5,80
"['Philippine Pied-Fantail', 'Pied Triller']","Villamor Air Base Golf Course, Pasay PH-Metro Manila 14.52164, 121.01845",121.018447,14.521637,2,2023,2,0,2,0,2,2
"['Eurasian Tree Sparrow', 'Great Egret', 'Pacific Swallow', 'Rock Pigeon']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,1,2023,3,1,3,1,4,36
"['Barn Swallow', 'Brown Shrike', 'Eastern Cattle-Egret', 'Eurasian Kestrel', 'Eurasian Tree Sparrow', 'Golden-bellied Gerygone', 'Gray-rumped Swiftlet', 'Medium Egret', 'Philippine Jungle Crow', 'Paddyfield Pipit', 'Pacific Swallow', 'Philippine Pied-Fantail', 'Plaintive Cuckoo', 'Purple Heron', 'Rock Pigeon', 'Striated Grassbird', 'Whiskered Tern', 'White-winged Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,2,2023,17,3,14,6,20,73
"['Barn Swallow', 'Eastern Cattle-Egret', 'Eurasian Tree Sparrow', 'Medium Egret', 'Pacific Swallow', 'Ameline Swiftlet', 'Rock Pigeon', 'Zebra Dove']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,3,2023,7,1,6,2,8,21
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Brown Shrike', 'Eastern Cattle-Egret', 'Crested Myna', 'Eurasian Tree Sparrow', 'Pacific Swift', 'Gray-rumped Swiftlet', 'Medium Egret', 'Javan Pond-Heron', 'Philippine Jungle Crow', 'Little Egret', 'Lowland White-eye', 'Garden Sunbird', 'Pacific Swallow', 'Rock Pigeon', 'White-breasted Waterhen', 'Whiskered Tern', 'Yellow-vented Bulbul', 'Zebra Dove']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,4,2023,18,2,16,4,20,270
"['Asian Glossy Starling', 'Eastern Cattle-Egret', 'Crested Myna', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Paddyfield Pipit', 'Pacific Swallow', 'Rock Pigeon', 'Spotted Dove', 'Striated Grassbird', 'Yellow-vented Bulbul', 'Zebra Dove']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,5,2023,12,0,12,0,12,78
"['Asian Glossy Starling', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Philippine Jungle Crow', 'Pacific Swallow', 'Rock Pigeon', 'Yellow-vented Bulbul']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,6,2023,7,0,7,0,7,34
"['Asian Glossy Starling', 'Eurasian Tree Sparrow', 'Pacific Swallow', 'Rock Pigeon', 'Zebra Dove']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,7,2023,5,0,5,0,5,18
"['Asian Glossy Starling', 'Black-crowned Night Heron', 'Eurasian Tree Sparrow', 'Gray-rumped Swiftlet', 'Pacific Swallow', 'Purple Heron', 'Rock Pigeon', 'Zebra Dove']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,8,2023,7,1,8,0,8,36
"['Barn Swallow', 'Eastern Cattle-Egret', 'Coppersmith Barbet', 'Eurasian Tree Sparrow', 'Little Ringed Plover', 'Lowland White-eye', 'Pacific Golden-Plover', 'Purple Heron', 'Rock Pigeon', 'Spotted Dove', 'Whiskered Tern']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,9,2023,10,1,7,4,11,98
"['Eurasian Tree Sparrow', 'Philippine Jungle Crow']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,10,2023,2,0,2,0,2,24
"['Asian Glossy Starling', 'Eastern Cattle-Egret', 'Eurasian Tree Sparrow', 'Medium Egret', 'Little Egret', 'Pacific Swallow', 'Rock Pigeon', 'Spotted Dove', 'White-breasted Woodswallow']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,11,2023,8,1,8,1,9,128
"['Brown Shrike', 'Eastern Cattle-Egret', 'Crested Myna', 'Eurasian Tree Sparrow', 'Great Egret', 'Gray-rumped Swiftlet', 'Medium Egret', 'Little Egret', 'Scaly-breasted Munia', 'Oriental Skylark', 'Pacific Swallow', 'Rock Pigeon', 'Spotted Dove', 'White-browed Crake', 'Zebra Dove']","Ninoy Aquino International Airport, Pasay",121.0185027,14.5096581,12,2023,11,4,12,3,15,211
